away,away_score,day,eid,gamekey,home,home_score,meridiem,month,season_type,time,wday,week,year,WINNER
CLE,6,25,2015102501,56601,STL,24,PM,10,REG,1:00,Sun,7,2015,STL
HOU,26,25,2015102502,56599,MIA,44,PM,10,REG,1:00,Sun,7,2015,MIA
NYJ,23,25,2015102503,56600,NE,30,PM,10,REG,1:00,Sun,7,2015,NE
PIT,13,25,2015102504,56598,KC,23,PM,10,REG,1:00,Sun,7,2015,KC
TB,30,25,2015102505,56603,WAS,31,PM,10,REG,1:00,Sun,7,2015,WAS
MIN,28,25,2015102506,56596,DET,19,PM,10,REG,1:00,Sun,7,2015,MIN
NO,27,25,2015102507,56597,IND,21,PM,10,REG,1:00,Sun,7,2015,NO
ATL,10,25,2015102508,56602,TEN,7,PM,10,REG,1:00,Sun,7,2015,ATL
OAK,37,25,2015102509,56604,SD,29,PM,10,REG,4:05,Sun,7,2015,OAK
DAL,20,25,2015102510,56605,NYG,27,PM,10,REG,4:25,Sun,7,2015,NYG
PHI,16,25,2015102511,56606,CAR,27,PM,10,REG,8:30,Sun,7,2015,CAR
BAL,18,26,2015102600,56607,ARI,26,PM,10,REG,8:30,Mon,7,2015,ARI
MIA,7,29,2015102900,56608,NE,36,PM,10,REG,8:25,Thu,8,2015,NE
DET,10,1,2015110100,56609,KC,45,AM,11,REG,9:30,Sun,8,2015,KC
SD,26,1,2015110101,56611,BAL,29,PM,11,REG,1:00,Sun,8,2015,BAL
CIN,16,1,2015110102,56616,PIT,10,PM,11,REG,1:00,Sun,8,2015,CIN
TEN,6,1,2015110103,56614,HOU,20,PM,11,REG,1:00,Sun,8,2015,HOU
MIN,23,1,2015110104,56612,CHI,20,PM,11,REG,1:00,Sun,8,2015,MIN
TB,23,1,2015110105,56610,ATL,20,PM,11,REG,1:00,Sun,8,2015,TB
NYG,49,1,2015110106,56615,NO,52,PM,11,REG,1:00,Sun,8,2015,NO
SF,6,1,2015110107,56617,STL,27,PM,11,REG,1:00,Sun,8,2015,STL
ARI,34,1,2015110108,56613,CLE,20,PM,11,REG,1:00,Sun,8,2015,ARI
NYJ,20,1,2015110109,56618,OAK,34,PM,11,REG,4:05,Sun,8,2015,OAK
SEA,13,1,2015110110,56619,DAL,12,PM,11,REG,4:25,Sun,8,2015,SEA
GB,10,1,2015110111,56620,DEN,29,PM,11,REG,8:30,Sun,8,2015,DEN
IND,26,2,2015110200,56621,CAR,29,PM,11,REG,8:30,Mon,8,2015,CAR
CLE,10,5,2015110500,56622,CIN,31,PM,11,REG,8:25,Thu,9,2015,CIN
STL,18,8,2015110800,56625,MIN,21,PM,11,REG,1:00,Sun,9,2015,MIN
GB,29,8,2015110801,56624,CAR,37,PM,11,REG,1:00,Sun,9,2015,CAR
WAS,10,8,2015110802,56626,NE,27,PM,11,REG,1:00,Sun,9,2015,NE
TEN,34,8,2015110803,56627,NO,28,PM,11,REG,1:00,Sun,9,2015,TEN
MIA,17,8,2015110804,56623,BUF,33,PM,11,REG,1:00,Sun,9,2015,BUF
JAC,23,8,2015110805,56628,NYJ,28,PM,11,REG,1:00,Sun,9,2015,NYJ
OAK,35,8,2015110806,56629,PIT,38,PM,11,REG,1:00,Sun,9,2015,PIT
NYG,32,8,2015110807,56631,TB,18,PM,11,REG,4:05,Sun,9,2015,NYG
ATL,16,8,2015110808,56630,SF,17,PM,11,REG,4:05,Sun,9,2015,SF
DEN,24,8,2015110809,56632,IND,27,PM,11,REG,4:25,Sun,9,2015,IND
PHI,33,8,2015110810,56633,DAL,27,PM,11,REG,8:30,Sun,9,2015,PHI
CHI,22,9,2015110900,56634,SD,19,PM,11,REG,8:30,Mon,9,2015,CHI
BUF,22,12,2015111200,56635,NYJ,17,PM,11,REG,8:25,Thu,10,2015,BUF
NO,14,15,2015111500,56643,WAS,47,PM,11,REG,1:00,Sun,10,2015,WAS
DET,18,15,2015111501,56637,GB,16,PM,11,REG,1:00,Sun,10,2015,DET
DAL,6,15,2015111502,56641,TB,10,PM,11,REG,1:00,Sun,10,2015,TB
CAR,27,15,2015111503,56642,TEN,10,PM,11,REG,1:00,Sun,10,2015,CAR
CHI,37,15,2015111504,56640,STL,13,PM,11,REG,1:00,Sun,10,2015,CHI
MIA,20,15,2015111505,56638,PHI,19,PM,11,REG,1:00,Sun,10,2015,MIA
JAC,22,15,2015111506,56636,BAL,20,PM,11,REG,1:00,Sun,10,2015,JAC
CLE,9,15,2015111507,56639,PIT,30,PM,11,REG,1:00,Sun,10,2015,PIT
MIN,30,15,2015111508,56644,OAK,14,PM,11,REG,4:05,Sun,10,2015,MIN
NE,27,15,2015111509,56646,NYG,26,PM,11,REG,4:25,Sun,10,2015,NE
KC,29,15,2015111510,56645,DEN,13,PM,11,REG,4:25,Sun,10,2015,KC
ARI,39,15,2015111511,56647,SEA,32,PM,11,REG,8:30,Sun,10,2015,ARI
HOU,10,16,2015111600,56648,CIN,6,PM,11,REG,8:30,Mon,10,2015,HOU
TEN,13,19,2015111900,56649,JAC,19,PM,11,REG,8:25,Thu,11,2015,JAC
DEN,17,22,2015112200,56653,CHI,15,PM,11,REG,1:00,Sun,11,2015,DEN
OAK,13,22,2015112201,56654,DET,18,PM,11,REG,1:00,Sun,11,2015,DET
IND,24,22,2015112202,56650,ATL,21,PM,11,REG,1:00,Sun,11,2015,IND
NYJ,17,22,2015112203,56655,HOU,24,PM,11,REG,1:00,Sun,11,2015,HOU
TB,45,22,2015112204,56658,PHI,17,PM,11,REG,1:00,Sun,11,2015,TB
GB,30,22,2015112205,56657,MIN,13,PM,11,REG,4:25,Sun,11,2015,GB
WAS,16,22,2015112206,56652,CAR,44,PM,11,REG,1:00,Sun,11,2015,CAR
DAL,24,22,2015112207,56656,MIA,14,PM,11,REG,1:00,Sun,11,2015,DAL
STL,13,22,2015112208,56651,BAL,16,PM,11,REG,1:00,Sun,11,2015,BAL
CIN,31,22,2015112209,56659,ARI,34,PM,11,REG,8:30,Sun,11,2015,ARI
SF,13,22,2015112210,56660,SEA,29,PM,11,REG,4:25,Sun,11,2015,SEA
KC,33,22,2015112211,56661,SD,3,PM,11,REG,4:05,Sun,11,2015,KC
BUF,13,23,2015112300,56662,NE,20,PM,11,REG,8:30,Mon,11,2015,NE
PHI,14,26,2015112600,56663,DET,45,AM,11,REG,12:30,Thu,12,2015,DET
CAR,33,26,2015112601,56664,DAL,14,PM,11,REG,4:30,Thu,12,2015,CAR
CHI,17,26,2015112602,56665,GB,13,PM,11,REG,8:30,Thu,12,2015,CHI
NYG,14,29,2015112900,56674,WAS,20,PM,11,REG,1:00,Sun,12,2015,WAS
MIN,20,29,2015112901,56666,ATL,10,PM,11,REG,1:00,Sun,12,2015,MIN
STL,7,29,2015112902,56667,CIN,31,PM,11,REG,1:00,Sun,12,2015,CIN
NO,6,29,2015112903,56668,HOU,24,PM,11,REG,1:00,Sun,12,2015,HOU
TB,12,29,2015112904,56669,IND,25,PM,11,REG,1:00,Sun,12,2015,IND
MIA,20,29,2015112905,56672,NYJ,38,PM,11,REG,1:00,Sun,12,2015,NYJ
SD,31,29,2015112906,56670,JAC,25,PM,11,REG,1:00,Sun,12,2015,SD
OAK,24,29,2015112907,56673,TEN,21,PM,11,REG,1:00,Sun,12,2015,OAK
BUF,22,29,2015112908,56671,KC,30,PM,11,REG,1:00,Sun,12,2015,KC
ARI,19,29,2015112909,56675,SF,13,PM,11,REG,4:05,Sun,12,2015,ARI
PIT,30,29,2015112910,56676,SEA,39,PM,11,REG,4:25,Sun,12,2015,SEA
NE,24,29,2015112911,56677,DEN,30,PM,11,REG,8:30,Sun,12,2015,DEN
BAL,33,30,2015113000,56678,CLE,27,PM,11,REG,8:30,Mon,12,2015,BAL
GB,27,3,2015120300,56679,DET,23,PM,12,REG,8:25,Thu,13,2015,GB
NYJ,23,6,2015120600,56686,NYG,20,PM,12,REG,1:00,Sun,13,2015,NYJ
HOU,21,6,2015120601,56680,BUF,30,PM,12,REG,1:00,Sun,13,2015,BUF
BAL,13,6,2015120602,56683,MIA,15,PM,12,REG,1:00,Sun,13,2015,MIA
CIN,37,6,2015120603,56682,CLE,3,PM,12,REG,1:00,Sun,13,2015,CIN
JAC,39,6,2015120604,56689,TEN,42,PM,12,REG,1:00,Sun,13,2015,TEN
SF,26,6,2015120605,56681,CHI,20,PM,12,REG,1:00,Sun,13,2015,SF
SEA,38,6,2015120606,56684,MIN,7,PM,12,REG,1:00,Sun,13,2015,SEA
CAR,41,6,2015120607,56685,NO,38,PM,12,REG,4:25,Sun,13,2015,CAR
ATL,19,6,2015120608,56688,TB,23,PM,12,REG,1:00,Sun,13,2015,TB
ARI,27,6,2015120609,56687,STL,3,PM,12,REG,1:00,Sun,13,2015,ARI
KC,34,6,2015120610,56690,OAK,20,PM,12,REG,4:05,Sun,13,2015,KC
DEN,17,6,2015120611,56691,SD,3,PM,12,REG,4:05,Sun,13,2015,DEN
PHI,35,6,2015120612,56692,NE,28,PM,12,REG,4:25,Sun,13,2015,PHI
IND,10,6,2015120613,56693,PIT,45,PM,12,REG,8:30,Sun,13,2015,PIT
DAL,19,7,2015120700,56694,WAS,16,PM,12,REG,8:30,Mon,13,2015,DAL
MIN,20,10,2015121000,56695,ARI,23,PM,12,REG,8:25,Thu,14,2015,ARI
BUF,20,13,2015121300,56704,PHI,23,PM,12,REG,1:00,Sun,14,2015,PHI
TEN,8,13,2015121301,56703,NYJ,30,PM,12,REG,1:00,Sun,14,2015,NYJ
PIT,33,13,2015121302,56698,CIN,20,PM,12,REG,1:00,Sun,14,2015,PIT
NE,27,13,2015121303,56700,HOU,6,PM,12,REG,8:30,Sun,14,2015,NE
IND,16,13,2015121304,56701,JAC,51,PM,12,REG,1:00,Sun,14,2015,JAC
SD,3,13,2015121305,56702,KC,10,PM,12,REG,1:00,Sun,14,2015,KC
WAS,24,13,2015121306,56697,CHI,21,PM,12,REG,1:00,Sun,14,2015,WAS
ATL,0,13,2015121307,56696,CAR,38,PM,12,REG,1:00,Sun,14,2015,CAR
NO,24,13,2015121308,56706,TB,17,PM,12,REG,1:00,Sun,14,2015,NO
DET,14,13,2015121309,56705,STL,21,PM,12,REG,1:00,Sun,14,2015,STL
SF,10,13,2015121310,56699,CLE,24,PM,12,REG,1:00,Sun,14,2015,CLE
OAK,15,13,2015121311,56707,DEN,12,PM,12,REG,4:05,Sun,14,2015,OAK
DAL,7,13,2015121312,56708,GB,28,PM,12,REG,4:25,Sun,14,2015,GB
SEA,35,13,2015121313,56709,BAL,6,PM,12,REG,1:00,Sun,14,2015,SEA
NYG,31,14,2015121400,56710,MIA,24,PM,12,REG,8:30,Mon,14,2015,NYG
TB,23,17,2015121700,56711,STL,31,PM,12,REG,8:25,Thu,15,2015,STL
NYJ,19,19,2015121900,56712,DAL,16,,12,REG,8:25,Sat,15,2015,NYJ
CAR,38,20,2015122000,56718,NYG,35,PM,12,REG,1:00,Sun,15,2015,CAR
ARI,40,20,2015122001,56719,PHI,17,PM,12,REG,8:30,Sun,15,2015,ARI
CHI,17,20,2015122002,56716,MIN,38,PM,12,REG,1:00,Sun,15,2015,MIN
ATL,23,20,2015122003,56715,JAC,17,PM,12,REG,1:00,Sun,15,2015,ATL
HOU,16,20,2015122004,56714,IND,10,PM,12,REG,1:00,Sun,15,2015,HOU
TEN,16,20,2015122005,56717,NE,33,PM,12,REG,1:00,Sun,15,2015,NE
KC,34,20,2015122006,56713,BAL,14,PM,12,REG,1:00,Sun,15,2015,KC
BUF,25,20,2015122007,56720,WAS,35,PM,12,REG,1:00,Sun,15,2015,WAS
CLE,13,20,2015122008,56722,SEA,30,PM,12,REG,4:05,Sun,15,2015,SEA
GB,30,20,2015122009,56721,OAK,20,PM,12,REG,4:05,Sun,15,2015,GB
DEN,27,20,2015122010,56723,PIT,34,PM,12,REG,4:25,Sun,15,2015,PIT
MIA,14,20,2015122011,56724,SD,30,PM,12,REG,4:25,Sun,15,2015,SD
CIN,24,20,2015122012,56725,SF,14,PM,12,REG,4:25,Sun,15,2015,CIN
DET,35,21,2015122100,56726,NO,27,PM,12,REG,8:30,Mon,15,2015,DET
SD,20,24,2015122400,56727,OAK,23,PM,12,REG,8:25,Thu,16,2015,OAK
WAS,38,26,2015122600,56728,PHI,24,,12,REG,8:25,Sat,16,2015,WAS
JAC,27,27,2015122700,56735,NO,38,PM,12,REG,4:05,Sun,16,2015,NO
IND,18,27,2015122701,56733,MIA,12,PM,12,REG,1:00,Sun,16,2015,IND
NE,20,27,2015122702,56736,NYJ,26,PM,12,REG,1:00,Sun,16,2015,NYJ
HOU,34,27,2015122703,56738,TEN,6,PM,12,REG,1:00,Sun,16,2015,HOU
CLE,13,27,2015122704,56732,KC,17,PM,12,REG,1:00,Sun,16,2015,KC
SF,17,27,2015122705,56731,DET,32,PM,12,REG,1:00,Sun,16,2015,DET
NYG,17,27,2015122706,56734,MIN,49,PM,12,REG,8:30,Sun,16,2015,MIN
CAR,13,27,2015122707,56729,ATL,20,PM,12,REG,1:00,Sun,16,2015,ATL
CHI,26,27,2015122708,56737,TB,21,PM,12,REG,1:00,Sun,16,2015,CHI
DAL,6,27,2015122709,56730,BUF,16,PM,12,REG,1:00,Sun,16,2015,BUF
GB,8,27,2015122710,56739,ARI,38,PM,12,REG,4:25,Sun,16,2015,ARI
STL,23,27,2015122711,56740,SEA,17,PM,12,REG,4:25,Sun,16,2015,STL
PIT,17,27,2015122712,56741,BAL,20,PM,12,REG,1:00,Sun,16,2015,BAL
CIN,17,28,2015122800,56742,DEN,20,PM,12,REG,8:30,Mon,16,2015,DEN
NYJ,17,3,2016010300,56744,BUF,22,PM,1,REG,1:00,Sun,17,2015,BUF
NE,10,3,2016010301,56754,MIA,20,PM,1,REG,1:00,Sun,17,2015,MIA
BAL,16,3,2016010302,56747,CIN,24,PM,1,REG,1:00,Sun,17,2015,CIN
PIT,28,3,2016010303,56748,CLE,12,PM,1,REG,1:00,Sun,17,2015,PIT
JAC,6,3,2016010304,56751,HOU,30,PM,1,REG,1:00,Sun,17,2015,HOU
TEN,24,3,2016010305,56752,IND,30,PM,1,REG,1:00,Sun,17,2015,IND
OAK,17,3,2016010306,56753,KC,23,PM,1,REG,4:25,Sun,17,2015,KC
WAS,34,3,2016010307,56749,DAL,23,PM,1,REG,1:00,Sun,17,2015,WAS
PHI,35,3,2016010308,56755,NYG,30,PM,1,REG,1:00,Sun,17,2015,PHI
DET,24,3,2016010309,56746,CHI,20,PM,1,REG,1:00,Sun,17,2015,DET
MIN,20,3,2016010310,56750,GB,13,PM,1,REG,8:30,Sun,17,2015,MIN
NO,20,3,2016010311,56743,ATL,17,PM,1,REG,1:00,Sun,17,2015,NO
TB,10,3,2016010312,56745,CAR,38,PM,1,REG,4:25,Sun,17,2015,CAR
SD,20,3,2016010313,56757,DEN,27,PM,1,REG,4:25,Sun,17,2015,DEN
SEA,36,3,2016010314,56756,ARI,6,PM,1,REG,4:25,Sun,17,2015,SEA
STL,16,3,2016010315,56758,SF,19,PM,1,REG,4:25,Sun,17,2015,SF
CAR,20,8,2016090800,56901,DEN,21,PM,9,REG,8:30,Thu,1,2016,DEN
TB,31,11,2016091100,56902,ATL,24,PM,9,REG,1:00,Sun,1,2016,TB
BUF,7,11,2016091101,56903,BAL,13,PM,9,REG,1:00,Sun,1,2016,BAL
CHI,14,11,2016091102,56904,HOU,23,PM,9,REG,1:00,Sun,1,2016,HOU
GB,27,11,2016091103,56905,JAX,23,PM,9,REG,1:00,Sun,1,2016,GB
SD,27,11,2016091104,56906,KC,33,PM,9,REG,1:00,Sun,1,2016,KC
OAK,35,11,2016091105,56907,NO,34,PM,9,REG,1:00,Sun,1,2016,OAK
CIN,23,11,2016091106,56908,NYJ,22,PM,9,REG,1:00,Sun,1,2016,CIN
CLE,10,11,2016091107,56909,PHI,29,PM,9,REG,1:00,Sun,1,2016,PHI
MIN,25,11,2016091108,56910,TEN,16,PM,9,REG,1:00,Sun,1,2016,MIN
MIA,10,11,2016091109,56911,SEA,12,PM,9,REG,4:05,Sun,1,2016,SEA
NYG,20,11,2016091110,56912,DAL,19,PM,9,REG,4:25,Sun,1,2016,NYG
DET,39,11,2016091111,56913,IND,35,PM,9,REG,4:25,Sun,1,2016,DET
NE,23,11,2016091112,56914,ARI,21,PM,9,REG,8:30,Sun,1,2016,NE
PIT,38,12,2016091200,56915,WAS,16,PM,9,REG,7:10,Mon,1,2016,PIT
LA,0,12,2016091201,56916,SF,28,PM,9,REG,10:20,Mon,1,2016,SF
NYJ,37,15,2016091500,56917,BUF,31,PM,9,REG,8:25,Thu,2,2016,NYJ
SF,27,18,2016091800,56918,CAR,46,PM,9,REG,1:00,Sun,2,2016,CAR
BAL,25,18,2016091801,56919,CLE,20,PM,9,REG,1:00,Sun,2,2016,BAL
TEN,16,18,2016091802,56920,DET,15,PM,9,REG,1:00,Sun,2,2016,TEN
KC,12,18,2016091803,56921,HOU,19,PM,9,REG,1:00,Sun,2,2016,HOU
MIA,24,18,2016091804,56922,NE,31,PM,9,REG,1:00,Sun,2,2016,NE
NO,13,18,2016091805,56923,NYG,16,PM,9,REG,1:00,Sun,2,2016,NYG
CIN,16,18,2016091806,56924,PIT,24,PM,9,REG,1:00,Sun,2,2016,PIT
DAL,27,18,2016091807,56925,WAS,23,PM,9,REG,1:00,Sun,2,2016,DAL
TB,7,18,2016091808,56926,ARI,40,PM,9,REG,4:05,Sun,2,2016,ARI
SEA,3,18,2016091809,56927,LA,9,PM,9,REG,4:05,Sun,2,2016,LA
IND,20,18,2016091810,56928,DEN,34,PM,9,REG,4:25,Sun,2,2016,DEN
ATL,35,18,2016091811,56929,OAK,28,PM,9,REG,4:25,Sun,2,2016,ATL
JAX,14,18,2016091812,56930,SD,38,PM,9,REG,4:25,Sun,2,2016,SD
GB,14,18,2016091813,56931,MIN,17,PM,9,REG,8:30,Sun,2,2016,MIN
PHI,29,19,2016091900,56932,CHI,14,PM,9,REG,8:30,Mon,2,2016,PHI
HOU,0,22,2016092200,56933,NE,27,PM,9,REG,8:25,Thu,3,2016,NE
ARI,18,25,2016092500,56934,BUF,33,PM,9,REG,1:00,Sun,3,2016,BUF
MIN,22,25,2016092501,56935,CAR,10,PM,9,REG,1:00,Sun,3,2016,MIN
DEN,29,25,2016092502,56936,CIN,17,PM,9,REG,1:00,Sun,3,2016,DEN
DET,27,25,2016092503,56937,GB,34,PM,9,REG,1:00,Sun,3,2016,GB
BAL,19,25,2016092504,56938,JAX,17,PM,9,REG,1:00,Sun,3,2016,BAL
CLE,24,25,2016092505,56939,MIA,30,PM,9,REG,1:00,Sun,3,2016,MIA
WAS,29,25,2016092506,56940,NYG,27,PM,9,REG,1:00,Sun,3,2016,WAS
OAK,17,25,2016092507,56941,TEN,10,PM,9,REG,1:00,Sun,3,2016,OAK
SF,18,25,2016092508,56942,SEA,37,PM,9,REG,4:05,Sun,3,2016,SEA
LA,37,25,2016092509,56943,TB,32,PM,9,REG,4:05,Sun,3,2016,LA
PIT,3,25,2016092510,56946,PHI,34,PM,9,REG,4:25,Sun,3,2016,PHI
SD,22,25,2016092511,56944,IND,26,PM,9,REG,4:25,Sun,3,2016,IND
NYJ,3,25,2016092512,56945,KC,24,PM,9,REG,4:25,Sun,3,2016,KC
CHI,17,25,2016092513,56947,DAL,31,PM,9,REG,8:30,Sun,3,2016,DAL
ATL,45,26,2016092600,56948,NO,32,PM,9,REG,8:30,Mon,3,2016,ATL
MIA,7,29,2016092900,56949,CIN,22,PM,9,REG,8:25,Thu,4,2016,CIN
IND,27,2,2016100200,56950,JAX,30,AM,10,REG,9:30,Sun,4,2016,JAX
CAR,33,2,2016100201,56951,ATL,48,PM,10,REG,1:00,Sun,4,2016,ATL
OAK,28,2,2016100202,56952,BAL,27,PM,10,REG,1:00,Sun,4,2016,OAK
DET,14,2,2016100203,56953,CHI,17,PM,10,REG,1:00,Sun,4,2016,CHI
TEN,20,2,2016100204,56954,HOU,27,PM,10,REG,1:00,Sun,4,2016,HOU
BUF,16,2,2016100205,56955,NE,0,PM,10,REG,1:00,Sun,4,2016,BUF
SEA,27,2,2016100206,56956,NYJ,17,PM,10,REG,1:00,Sun,4,2016,SEA
CLE,20,2,2016100207,56957,WAS,31,PM,10,REG,1:00,Sun,4,2016,WAS
DEN,27,2,2016100208,56958,TB,7,PM,10,REG,4:05,Sun,4,2016,DEN
LA,17,2,2016100209,56959,ARI,13,PM,10,REG,4:25,Sun,4,2016,LA
NO,35,2,2016100210,56960,SD,34,PM,10,REG,4:25,Sun,4,2016,NO
DAL,24,2,2016100211,56961,SF,17,PM,10,REG,4:25,Sun,4,2016,DAL
KC,14,2,2016100212,56962,PIT,43,PM,10,REG,8:30,Sun,4,2016,PIT
NYG,10,3,2016100300,56963,MIN,24,PM,10,REG,8:30,Mon,4,2016,MIN
ARI,33,6,2016100600,56964,SF,21,PM,10,REG,8:25,Thu,5,2016,ARI
WAS,16,9,2016100900,56965,BAL,10,PM,10,REG,1:00,Sun,5,2016,WAS
NE,33,9,2016100901,56966,CLE,13,PM,10,REG,1:00,Sun,5,2016,NE
PHI,23,9,2016100902,56967,DET,24,PM,10,REG,1:00,Sun,5,2016,DET
CHI,23,9,2016100903,56968,IND,29,PM,10,REG,1:00,Sun,5,2016,IND
TEN,30,9,2016100904,56969,MIA,17,PM,10,REG,1:00,Sun,5,2016,TEN
HOU,13,9,2016100905,56970,MIN,31,PM,10,REG,1:00,Sun,5,2016,MIN
NYJ,13,9,2016100906,56971,PIT,31,PM,10,REG,1:00,Sun,5,2016,PIT
ATL,23,9,2016100907,56972,DEN,16,PM,10,REG,4:05,Sun,5,2016,ATL
CIN,14,9,2016100908,56973,DAL,28,PM,10,REG,4:25,Sun,5,2016,DAL
BUF,30,9,2016100909,56974,LA,19,PM,10,REG,4:25,Sun,5,2016,BUF
SD,31,9,2016100910,56975,OAK,34,PM,10,REG,4:25,Sun,5,2016,OAK
NYG,16,9,2016100911,56976,GB,23,PM,10,REG,8:30,Sun,5,2016,GB
TB,17,10,2016101000,56977,CAR,14,PM,10,REG,8:30,Mon,5,2016,TB
DEN,13,13,2016101300,56978,SD,21,PM,10,REG,8:25,Thu,6,2016,SD
SF,16,16,2016101600,56979,BUF,45,PM,10,REG,1:00,Sun,6,2016,BUF
JAX,17,16,2016101601,56980,CHI,16,PM,10,REG,1:00,Sun,6,2016,JAX
LA,28,16,2016101602,56981,DET,31,PM,10,REG,1:00,Sun,6,2016,DET
PIT,15,16,2016101603,56982,MIA,30,PM,10,REG,1:00,Sun,6,2016,MIA
CIN,17,16,2016101604,56983,NE,35,PM,10,REG,1:00,Sun,6,2016,NE
CAR,38,16,2016101605,56984,NO,41,PM,10,REG,1:00,Sun,6,2016,NO
BAL,23,16,2016101606,56985,NYG,27,PM,10,REG,1:00,Sun,6,2016,NYG
CLE,26,16,2016101607,56986,TEN,28,PM,10,REG,1:00,Sun,6,2016,TEN
PHI,20,16,2016101608,56987,WAS,27,PM,10,REG,1:00,Sun,6,2016,WAS
KC,26,16,2016101609,56988,OAK,10,PM,10,REG,4:05,Sun,6,2016,KC
DAL,30,16,2016101610,56989,GB,16,PM,10,REG,4:25,Sun,6,2016,DAL
ATL,24,16,2016101611,56990,SEA,26,PM,10,REG,4:25,Sun,6,2016,SEA
IND,23,16,2016101612,56991,HOU,26,PM,10,REG,8:30,Sun,6,2016,HOU
NYJ,3,17,2016101700,56992,ARI,28,PM,10,REG,8:30,Mon,6,2016,ARI
CHI,10,20,2016102000,56993,GB,26,PM,10,REG,8:25,Thu,7,2016,GB
NYG,17,23,2016102300,56994,LA,10,AM,10,REG,9:30,Sun,7,2016,NYG
CLE,17,23,2016102301,56995,CIN,31,PM,10,REG,1:00,Sun,7,2016,CIN
WAS,17,23,2016102302,56996,DET,20,PM,10,REG,1:00,Sun,7,2016,DET
OAK,33,23,2016102303,56997,JAX,16,PM,10,REG,1:00,Sun,7,2016,OAK
NO,21,23,2016102304,56998,KC,27,PM,10,REG,1:00,Sun,7,2016,KC
BUF,25,23,2016102305,56999,MIA,28,PM,10,REG,1:00,Sun,7,2016,MIA
BAL,16,23,2016102306,57000,NYJ,24,PM,10,REG,1:00,Sun,7,2016,NYJ
MIN,10,23,2016102307,57001,PHI,21,PM,10,REG,1:00,Sun,7,2016,PHI
IND,34,23,2016102308,57002,TEN,26,PM,10,REG,1:00,Sun,7,2016,IND
SD,33,23,2016102309,57003,ATL,30,PM,10,REG,4:05,Sun,7,2016,SD
TB,34,23,2016102310,57004,SF,17,PM,10,REG,4:05,Sun,7,2016,TB
NE,27,23,2016102311,57005,PIT,16,PM,10,REG,4:25,Sun,7,2016,NE
SEA,6,23,2016102312,57006,ARI,6,PM,10,REG,8:30,Sun,7,2016,TIE
HOU,9,24,2016102400,57007,DEN,27,PM,10,REG,8:30,Mon,7,2016,DEN
JAX,22,27,2016102700,57008,TEN,36,PM,10,REG,8:25,Thu,8,2016,TEN
WAS,27,30,2016103000,57009,CIN,27,AM,10,REG,9:30,Sun,8,2016,TIE
GB,32,30,2016103001,57010,ATL,33,PM,10,REG,1:00,Sun,8,2016,ATL
NE,41,30,2016103002,57011,BUF,25,PM,10,REG,1:00,Sun,8,2016,NE
NYJ,31,30,2016103003,57012,CLE,28,PM,10,REG,1:00,Sun,8,2016,NYJ
DET,13,30,2016103004,57013,HOU,20,PM,10,REG,1:00,Sun,8,2016,HOU
KC,30,30,2016103005,57014,IND,14,PM,10,REG,1:00,Sun,8,2016,KC
SEA,20,30,2016103006,57015,NO,25,PM,10,REG,1:00,Sun,8,2016,NO
OAK,30,30,2016103007,57016,TB,24,PM,10,REG,1:00,Sun,8,2016,OAK
SD,19,30,2016103008,57017,DEN,27,PM,10,REG,4:05,Sun,8,2016,DEN
ARI,20,30,2016103009,57018,CAR,30,PM,10,REG,4:25,Sun,8,2016,CAR
PHI,23,30,2016103010,57019,DAL,29,PM,10,REG,8:30,Sun,8,2016,DAL
MIN,10,31,2016103100,57020,CHI,20,PM,10,REG,8:30,Mon,8,2016,CHI
ATL,43,3,2016110300,57021,TB,28,PM,11,REG,8:25,Thu,9,2016,ATL
DEN,20,6,2016110600,57032,OAK,30,AM,11,REG,8:30,Sun,9,2016,OAK
PIT,14,6,2016110601,57022,BAL,21,PM,11,REG,1:00,Sun,9,2016,BAL
DAL,35,6,2016110602,57023,CLE,10,PM,11,REG,1:00,Sun,9,2016,DAL
JAX,14,6,2016110603,57024,KC,19,PM,11,REG,1:00,Sun,9,2016,KC
NYJ,23,6,2016110604,57025,MIA,27,PM,11,REG,1:00,Sun,9,2016,MIA
DET,22,6,2016110605,57026,MIN,16,PM,11,REG,1:00,Sun,9,2016,DET
PHI,23,6,2016110606,57027,NYG,28,PM,11,REG,1:00,Sun,9,2016,NYG
CAR,13,6,2016110607,57028,LA,10,PM,11,REG,4:05,Sun,9,2016,CAR
NO,41,6,2016110608,57029,SF,23,PM,11,REG,4:05,Sun,9,2016,NO
IND,31,6,2016110609,57030,GB,26,PM,11,REG,4:25,Sun,9,2016,IND
TEN,35,6,2016110610,57031,SD,43,PM,11,REG,4:25,Sun,9,2016,SD
BUF,25,7,2016110700,57033,SEA,31,PM,11,REG,8:30,Mon,9,2016,SEA
CLE,7,10,2016111000,57034,BAL,28,PM,11,REG,8:25,Thu,10,2016,BAL
KC,20,13,2016111301,57035,CAR,17,PM,11,REG,1:00,Sun,10,2016,KC
HOU,24,13,2016111302,57036,JAX,21,PM,11,REG,1:00,Sun,10,2016,HOU
DEN,25,13,2016111303,57037,NO,23,PM,11,REG,1:00,Sun,10,2016,DEN
LA,9,13,2016111304,57038,NYJ,6,PM,11,REG,1:00,Sun,10,2016,LA
ATL,15,13,2016111305,57039,PHI,24,PM,11,REG,1:00,Sun,10,2016,PHI
